process_id,gen_num,gen_index,individual,fitness
0,1,0,3,-1.9115619645471504
0,1,1,4,-2.039194761716857
0,1,2,5,2.7281265177304204
0,1,3,6,-1.409820382023301
0,1,4,7,3.3289764364010197
0,1,5,8,0.3776921119735599
0,1,6,9,-1.8884153019783243
0,1,7,10,2.6003496830755752
0,1,8,11,-0.6580895724022037
0,1,9,12,-0.8972075420732456
0,2,0,14,-1.6240428001077936
0,2,1,15,0.8630778179789353
0,2,2,16,-6.31355239463786
0,2,3,17,0.3828945665638628
0,2,4,18,0.4644987658541361
0,2,5,19,-2.16846858482711
0,2,6,20,-2.2342348650463215
0,2,7,21,-0.94285354541905
0,2,8,22,-2.2216912007184035
0,2,9,23,-1.3678287592676486
0,3,0,25,2.992924853763861
0,3,1,26,0.010073741753047316
0,3,2,27,-0.5936225409900497
0,3,3,28,-0.048825931174587556
0,3,4,29,-3.082166849691009
0,3,5,30,-2.616836109995252
0,3,6,31,-0.9875815631756246
0,3,7,32,-0.10006174995834316
0,3,8,33,-0.5254342952358722
0,3,9,34,-2.716266881618704
0,4,0,36,-2.147134162621344
0,4,1,37,-0.21747963730069297
0,4,2,38,-0.1626940962627308
0,4,3,39,-3.154971925891338
0,4,4,40,-2.458041660820655
0,4,5,41,-0.665485856333032
0,4,6,42,-0.46272388686715676
0,4,7,43,-2.0620543334415125
0,4,8,44,0.6136806240369251
0,4,9,45,3.086286574515342
0,5,0,47,-2.2863924308320724
0,5,1,48,-0.5750130516729289
0,5,2,49,-0.4248325899827008
0,5,3,50,0.23590046633209283
0,5,4,51,-8.74842807934406
0,5,5,52,-0.13766739842716563
0,5,6,53,-0.48462222847246017
0,5,7,54,-0.6660927010333935
0,5,8,55,-0.6219431609520725
0,5,9,56,-2.623337057134615
0,6,0,58,-0.1014956681390578
0,6,1,59,1.4795542426132715
0,6,2,60,-0.4449370825526572
0,6,3,61,-0.7464552853870157
0,6,4,62,-0.7279774085804681
0,6,5,63,-0.3121853879539442
0,6,6,64,-6.56042003157555
0,6,7,65,3.027256233637317
0,6,8,66,-2.0365744570297766
0,6,9,67,-2.904101210458199
0,7,0,69,-2.285631758199532
0,7,1,70,-0.4220036762466154
0,7,2,71,-2.3622515252854783
0,7,3,72,-2.1110702968683706
0,7,4,73,-0.12582628344435964
0,7,5,74,-1.2761263461164578
0,7,6,75,0.8612317073405518
0,7,7,76,-0.5441185690235651
0,7,8,77,2.9205855998186756
0,7,9,78,0.2672252290175573
0,8,0,80,-2.7436840205988884
0,8,1,81,1.4103578827350207
0,8,2,82,1.5974199970691376
0,8,3,83,-2.7037459877587295
0,8,4,84,1.1488745760989807
0,8,5,85,-0.17560599439205588
0,8,6,86,5.764031966501969
0,8,7,87,-0.22345351335092634
0,8,8,88,2.328832198757693
0,8,9,89,1.3872845225313988
0,9,0,91,-2.317309266150685
0,9,1,92,-0.6807954340410263
0,9,2,93,-2.3459210500614405
0,9,3,94,0.6301788128889596
0,9,4,95,2.2904550858470443
0,9,5,96,0.5774613914108931
0,9,6,97,5.6093484267225815
0,9,7,98,-0.4545662593822399
0,9,8,99,-2.4493552304148327
0,9,9,100,0.709609295286254
0,10,0,102,-0.21394180185761635
0,10,1,103,1.5174201566987824
0,10,2,104,-0.9079792185402628
0,10,3,105,2.326746457280435
0,10,4,106,1.2486031336043943
0,10,5,107,-0.6465156835935024
0,10,6,108,0.9097457814140549
0,10,7,109,-0.18120165411962397
0,10,8,110,2.7609884567884517
0,10,9,111,1.8746802014062307
0,11,0,113,3.1181797846333086
0,11,1,114,3.0862525434247208
0,11,2,115,-0.4014997414974275
0,11,3,116,-2.123039418352542
0,11,4,117,-0.3655794270763003
0,11,5,118,2.5334256903528387
0,11,6,119,-2.151805715391186
0,11,7,120,1.4145014258870696
0,11,8,121,-0.9210850339133922
0,11,9,122,2.1023336661328074
0,12,0,124,-2.188622034513295
0,12,1,125,1.182002807415643
0,12,2,126,2.539240513023791
0,12,3,127,1.1594125856418327
0,12,4,128,-0.0774618427222366
0,12,5,129,5.732385678351143
0,12,6,130,6.202787241835201
0,12,7,131,-3.515156634860423
0,12,8,132,-1.6445158820357406
0,12,9,133,-2.88601214461006
0,13,0,135,-3.1341868361221437
0,13,1,136,-1.058823949418156
0,13,2,137,-2.82766772967023
0,13,3,138,-2.4222837928289325
0,13,4,139,-2.6974861419971274
0,13,5,140,-0.5931011609080636
0,13,6,141,5.702715281900652
0,13,7,142,-2.265567838919849
0,13,8,143,-2.3113102450978973
0,13,9,144,-2.3545325108603388
0,14,0,146,-0.7521450033078463
0,14,1,147,-1.1572592570430627
0,14,2,148,3.1342421672162915
0,14,3,149,-1.9965496206248268
0,14,4,150,0.18276359697627997
0,14,5,151,-1.875847721770301
0,14,6,152,-0.35163871709839756
0,14,7,153,-3.696782850381842
0,14,8,154,-0.201418211819756
0,14,9,155,-3.680129205640097
0,15,0,157,2.009623427002405
0,15,1,158,0.2613925258230563
0,15,2,159,-0.23359828265920668
0,15,3,160,3.0993144213586516
0,15,4,161,-0.04892628758459744
0,15,5,162,-1.4041542584399667
0,15,6,163,2.2503081023113456
0,15,7,164,2.700744126640413
0,15,8,165,-4.467560284344748
0,15,9,166,-1.9686737091003277
0,16,0,168,2.573720577217604
0,16,1,169,-1.9136972958417586
0,16,2,170,0.410728610798359
0,16,3,171,-0.34974455739025423
0,16,4,172,0.25795526592829754
0,16,5,173,-0.7328787276116084
0,16,6,174,0.04181103790468948
0,16,7,175,1.133373367847066
0,16,8,176,-1.0359318206807213
0,16,9,177,2.6357170357868434
0,17,0,179,2.326952144796521
0,17,1,180,-0.8042157723973512
0,17,2,181,0.10464012121829362
0,17,3,182,9.417500353847196
0,17,4,183,-1.9690302361796106
0,17,5,184,-2.745283786500403
0,17,6,185,6.17590226956463
0,17,7,186,0.1743722204434387
0,17,8,187,-1.6563712601768004
0,17,9,188,-6.199930566158841
0,18,0,190,3.5964931908564832
0,18,1,191,1.3638027668152621
0,18,2,192,-0.5756162636987877
0,18,3,193,-2.6025556564360746
0,18,4,194,-0.2180497275739155
0,18,5,195,-4.033624034929627
0,18,6,196,-0.029746493705136434
0,18,7,197,0.1924902680667881
0,18,8,198,0.8280438163961538
0,18,9,199,-1.303303743684131
0,19,0,201,-0.113841749052223
0,19,1,202,2.6325786941488842
0,19,2,203,-0.04172690214419081
0,19,3,204,1.8176347217979048
0,19,4,205,-0.5350715452706338
0,19,5,206,3.047413890335501
0,19,6,207,0.215716666183436
0,19,7,208,-3.1399488633727435
0,19,8,209,-2.5591562900975346
0,19,9,210,2.609446277060201
0,20,0,212,1.210963835948729
0,20,1,213,-3.5453455419342834
0,20,2,214,6.126501477122451
0,20,3,215,-3.557581095807287
0,20,4,216,-0.7813661584799525
0,20,5,217,-2.3550533200900543
0,20,6,218,-2.0443886780169707
0,20,7,219,-2.3211996799776595
0,20,8,220,-3.2978137651995154
0,20,9,221,0.9642731440739907
0,21,0,223,-2.3131649617462955
0,21,1,224,6.096908406954061
0,21,2,225,-2.2250589860532495
0,21,3,226,3.1360494533032286
0,21,4,227,-2.3845957751705837
0,21,5,228,2.3903781994560465
0,21,6,229,-2.5094631447331253
0,21,7,230,3.1250219931049332
0,21,8,231,-2.7847955083152756
0,21,9,232,3.572661291527022
0,22,0,234,0.961645397074926
0,22,1,235,-1.8267595804821652
0,22,2,236,-0.5982342661307287
0,22,3,237,0.7964317918406364
0,22,4,238,1.7505428823739126
0,22,5,239,-0.10966349113036976
0,22,6,240,-0.01720417208508125
0,22,7,241,1.247819865422556
0,22,8,242,0.19171897152100792
0,22,9,243,-2.2855363278723226
0,23,0,245,-2.306132814389369
0,23,1,246,3.135471605373752
0,23,2,247,-2.7606063920733392
0,23,3,248,-1.095294852757414
0,23,4,249,-0.17230037447082022
0,23,5,250,-0.04038626414008998
0,23,6,251,2.50737342025765
0,23,7,252,-0.15997914424155657
0,23,8,253,-0.6443464502334144
0,23,9,254,-1.8365882265331372
0,24,0,256,-0.7523604799230894
0,24,1,257,0.10032377350021614
0,24,2,258,0.1595716453149692
0,24,3,259,5.322339894139237
0,24,4,260,-1.1958427332392274
0,24,5,261,-2.0848468831669766
0,24,6,262,2.9986767478848937
0,24,7,263,-1.9169862017829273
0,24,8,264,-2.646583565636834
0,24,9,265,-0.9899745671055663
0,25,0,267,-2.9454922166624677
0,25,1,268,2.5573166101832676
0,25,2,269,-0.34309030667186713
0,25,3,270,-1.9579226076515615
0,25,4,271,-0.32773617614143513
0,25,5,272,-2.234248828758761
0,25,6,273,-2.643452309100547
0,25,7,274,0.561868621369021
0,25,8,275,3.108868354286425
0,25,9,276,-1.938047870830899
0,26,0,278,-2.6775014135137942
0,26,1,279,-1.2673337607738997
0,26,2,280,-1.021718885944892
0,26,3,281,-0.24118762194330728
0,26,4,282,-0.9782363923283159
0,26,5,283,6.194100524127511
0,26,6,284,-1.4477717418121825
0,26,7,285,4.216383637328329
0,26,8,286,5.770935680580063
0,26,9,287,-3.6449683652445293
0,27,0,289,0.0014057310872999786
0,27,1,290,-0.20647205508666616
0,27,2,291,0.35034913278240437
0,27,3,292,3.528782830780389
0,27,4,293,3.1013566884537327
0,27,5,294,-2.055145467128777
0,27,6,295,-2.288155944170771
0,27,7,296,-2.058274748706041
0,27,8,297,0.6500407924501785
0,27,9,298,-0.10047357443228061
0,28,0,300,-3.1171886863248166
0,28,1,301,2.8434439777888882
0,28,2,302,-0.5501213872801635
0,28,3,303,-2.6917964900795686
0,28,4,304,-2.545924649671635
0,28,5,305,0.36870443452118995
0,28,6,306,-3.594513298751999
0,28,7,307,2.2251441451160447
0,28,8,308,-3.1388805833158107
0,28,9,309,5.757383995238632
0,29,0,311,0.322781320319401
0,29,1,312,-0.10374710445344454
0,29,2,313,-3.700657174703122
0,29,3,314,-0.44024541295725583
0,29,4,315,5.713622144390868
0,29,5,316,-3.826308995797024
0,29,6,317,0.3630988196140392
0,29,7,318,5.727643630723939
0,29,8,319,0.7488185621162906
0,29,9,320,-1.9206193744722364
0,30,0,322,-0.9310096617854906
0,30,1,323,-0.573872671412432
0,30,2,324,-2.02564705083502
0,30,3,325,-2.400205637810605
0,30,4,326,-2.5434579093605554
0,30,5,327,1.2099718129777008
0,30,6,328,0.19750988863420252
0,30,7,329,2.564157878254321
0,30,8,330,-1.490041740627401
0,30,9,331,-0.013946828902154706
0,31,0,333,-2.716410584717776
0,31,1,334,-0.38007013768245423
0,31,2,335,0.6763497481596593
0,31,3,336,-2.303664001402263
0,31,4,337,2.6135199934431963
