mean_rew,mean_val
0.0007504571694880724,-0.037207458168268204
0.0010474376613274217,0.16211183369159698
0.0012046091724187136,0.3238702416419983
0.001565315411426127,0.5451041460037231
0.0012403959408402443,0.6686455011367798
0.0012993745040148497,0.7097146511077881
0.0012719633523374796,0.7206251621246338
0.0013601187383756042,0.6884324550628662
0.0013255334924906492,0.7500880360603333
0.0011184138711541891,0.7849105596542358
0.0012876616092398763,0.7464739680290222
0.0013892361894249916,0.6889439225196838
0.0011295146541669965,0.6989457607269287
0.0013995503541082144,0.7069693803787231
0.0012255532201379538,0.7247484922409058
0.0015129128005355597,0.7438257932662964
0.0015254381578415632,0.7353551387786865
0.0016295186942443252,0.6817770600318909
0.0019784076139330864,0.6696305274963379
0.0023821122013032436,0.704861581325531
0.0031506973318755627,0.7072914242744446
0.0027924624737352133,0.6893881559371948
0.0042881350964307785,0.6939893364906311
0.004103519953787327,0.698050856590271
0.005148665513843298,0.6757723093032837
0.005885811988264322,0.6653202772140503
0.006307332310825586,0.6800969839096069
0.007264629006385803,0.6918302774429321
0.007942190393805504,0.6715391874313354
0.00818720180541277,0.6842541694641113
0.008864984847605228,0.7029377818107605
0.00846133567392826,0.6973791122436523
0.009138553403317928,0.6819437742233276
0.01010971050709486,0.6802990436553955
0.00990514736622572,0.6778416633605957
0.010974333621561527,0.6690583229064941
0.012311912141740322,0.6757617592811584
0.012821594253182411,0.6892665028572083
0.012974148616194725,0.6768149137496948
0.012369029223918915,0.6670330166816711
0.013297019526362419,0.6599027514457703
0.014015470631420612,0.6514801979064941
0.013661839067935944,0.645997166633606
0.013270504772663116,0.6513736248016357
0.01376318745315075,0.6599816679954529
0.014149409718811512,0.6734482049942017
0.013410953804850578,0.6839072108268738
0.01438672374933958,0.6778613924980164
0.01451865117996931,0.6728184819221497
0.014470529742538929,0.6787406206130981
0.014500273391604424,0.6797719597816467
0.01494116522371769,0.6735822558403015
0.015854811295866966,0.6662122011184692
0.0157377477735281,0.661637008190155
0.015951231122016907,0.6659032702445984
0.01560993306338787,0.6702495813369751
0.016453802585601807,0.6731427907943726
0.016316715627908707,0.6707258224487305
