mean_rew,mean_val
0.003170293290168047,0.04738623648881912
0.0032949813175946474,0.18739819526672363
0.0028193334583193064,0.36336150765419006
0.004051412455737591,0.4778447151184082
0.003992072772234678,0.5404365062713623
0.004331216216087341,0.5205941796302795
0.002721631433814764,0.4521637558937073
0.004095468204468489,0.39458364248275757
0.0045901150442659855,0.4201020300388336
0.004471336957067251,0.4822806417942047
0.003183649154379964,0.5577883124351501
0.005198565311729908,0.603451669216156
0.007169673684984446,0.5648703575134277
0.0055232783779501915,0.48745495080947876
0.006375292781740427,0.47402697801589966
0.006380924489349127,0.5076855421066284
0.007657409645617008,0.5858436822891235
0.009280274622142315,0.6057748794555664
0.009819858707487583,0.535875678062439
0.008839668706059456,0.53146892786026
0.01002935878932476,0.5514516830444336
0.01349036954343319,0.5230955481529236
0.01390082947909832,0.5092843770980835
0.015466131269931793,0.48653489351272583
0.016626212745904922,0.4786206781864166
0.01808970421552658,0.48430290818214417
0.01846492663025856,0.45968741178512573
0.019967256113886833,0.4442861080169678
0.022600872442126274,0.4402521252632141
0.020889047533273697,0.4224703907966614
0.02506292425096035,0.4444398283958435
0.025787726044654846,0.46417397260665894
0.02765258587896824,0.46118539571762085
0.028236154466867447,0.4237913489341736
0.032176677137613297,0.41588544845581055
0.03040207549929619,0.44192934036254883
0.031523510813713074,0.4360544681549072
0.02983209490776062,0.4229253828525543
0.033696241676807404,0.3960312306880951
0.03154440596699715,0.38101983070373535
0.0345161035656929,0.40179938077926636
0.035922788083553314,0.433877170085907
0.035280149430036545,0.4515542984008789
0.036364633589982986,0.4350178837776184
0.03702937439084053,0.4133386015892029
0.036905478686094284,0.4071008563041687
0.03855228051543236,0.41499876976013184
0.03448540344834328,0.42785224318504333
0.039391495287418365,0.4307628571987152
0.04040544852614403,0.4140673577785492
0.03754863888025284,0.41973552107810974
0.04199593886733055,0.4220225214958191
0.03873550519347191,0.3932185471057892
0.043197739869356155,0.4326496720314026
0.03824273496866226,0.43890005350112915
0.0415177121758461,0.4405108392238617
0.043166469782590866,0.44517168402671814
0.043265797197818756,0.44779881834983826
