individual_id,fitness
0,-0.0010910910230916564
1,0.0005004040047964023
2,-0.042654418306082104
3,-0.0010952467775353768
4,0.00021416546904732457
5,-0.0014654309744636662
6,0.06305477616578238
7,0.00039497988215621337
8,0.00012649826236034445
9,-2.8503602555008962e-05
10,-0.00031667001166789106
11,0.0015835926214451334
12,0.030119138117934225
13,-0.05209403453582166
14,0.003974068038424196
15,-0.000817789560101867
16,-0.008664219681180228
17,-0.023363662695095207
18,-0.00043233493686005865
19,-0.001881765119687092
20,0.0013610070255846683
21,0.00017235779859181826
22,0.0003530959432992697
23,-0.027367057132484777
24,-8.550055332977313e-05
25,-7.097844016586141e-05
26,-0.08348836015840765
27,-0.000887713712152221
28,0.005805168465509532
29,0.0014873663001366336
30,-7.069944252972122e-05
31,0.0032695720065247513
32,2.0831245815220356e-05
33,9.478197057653792e-05
34,0.07088853899801646
35,0.018025606767361965
36,-0.022745440470140654
37,0.004147645590832761
38,0.00010574254799809404
39,0.09605345588803067
40,0.02780110356238705
41,0.0758203369275152
42,-0.0025843087359563987
43,0.00773641625821072
44,-0.00032011381211987907
45,-0.0012148765753312953
46,-0.00013163988332596166
47,0.04747717905970378
48,-0.0009259670863623667
49,-0.000917534795737667
50,-0.12662263656146847
51,-0.00417090322115371
52,-0.0019077065902515303
53,-0.006246492888263211
54,0.0001261363293869216
55,-0.09242160552138134
56,0.0023713312788021246
57,-0.027904906097993586
58,0.0006285374288723545
59,-0.005967509006460881
60,-0.00397909110167295
61,-0.00047334742536523505
62,-0.011755274571766089
63,3.995939317352759e-06
64,-0.0003676570164008416
65,-0.00023539105776691386
66,-0.00281335246043377
67,-0.000687417215140141
68,-0.0343990857578437
69,0.00028422872019086276
70,0.00042902126056485954
71,0.00023391600065702242
72,-0.009855339932393452
73,-0.0039150504206496755
74,0.10015235648802495
75,-0.00024366423335167586
76,-0.02926129426118377
77,-0.00013590645870200204
78,-0.00023559978191901865
79,0.12899842640526143
80,-9.554177678779141e-05
81,-5.8965917236152715e-05
82,0.022464661040748787
83,0.07175839099255443
84,0.008080376970929065
85,-0.10682496011799594
86,-0.06655938431739139
87,-0.0002082344035745534
88,1.389637353644367e-05
89,6.571195066124288e-05
90,-0.046276097150401124
91,-0.0002064831949714907
92,-0.01238082645578592
93,0.0011622356281672961
94,0.03598354825246418
95,0.00044033337852458776
96,-0.0012250430934694974
97,-0.0004336264913740893
98,-0.1899963273906922
99,-0.0005272869333809477
100,0.0005156371073744919
101,-0.001377542512797883
102,0.0011470195283950968
103,0.0010535328878461111
104,-1.8020590592094076e-05
105,-0.037064140676815266
106,-0.0003917099335036924
107,-0.03861528481062704
108,-0.0004149788724935493
109,-0.001841745460743359
110,-0.007185857086418199
111,0.03571323420205776
112,-0.0003912588357024682
113,-0.05241215406402756
114,0.0040992206892005705
115,-0.0302611891956626
116,-0.10629182383655632
117,-0.0030025907965473605
118,-0.017380265961026858
119,0.0017582730465653226
120,8.116638138243966e-05
121,-0.00017548687721363754
122,-0.047473290452574195
123,-0.1145381097903545
124,0.028949665933143003
125,0.00014078676097149069
126,-0.0014682867045278311
