mean_rew,mean_val
0.0029997832607477903,-0.2646884620189667
0.003078860230743885,-0.0803268551826477
0.0029197908006608486,0.0834866389632225
0.0026628803461790085,0.24729454517364502
0.0029574898071587086,0.4015336036682129
0.00314314104616642,0.5360332727432251
0.003228195011615753,0.6059020757675171
0.003598338458687067,0.6075080633163452
0.0038100071251392365,0.6158447861671448
0.004775917623192072,0.6124536395072937
0.003980803769081831,0.5890358686447144
0.005290568340569735,0.5858465433120728
0.005549590103328228,0.5959637761116028
0.005095270462334156,0.6275650262832642
0.005769656039774418,0.5861049890518188
0.006621855311095715,0.4860195219516754
0.009126395918428898,0.4190913140773773
0.011480236425995827,0.47415488958358765
0.012929772958159447,0.5449610352516174
0.01740260422229767,0.5349178910255432
0.018407944589853287,0.4556814730167389
0.021342799067497253,0.42711740732192993
0.022357752546668053,0.44966596364974976
0.02273276448249817,0.4671764373779297
0.023089420050382614,0.5112055540084839
0.024775955826044083,0.5039004683494568
0.024283211678266525,0.48973745107650757
0.026589389890432358,0.44954806566238403
0.026069536805152893,0.47500354051589966
0.027653465047478676,0.4700973629951477
0.02759973704814911,0.4379259943962097
0.02817785181105137,0.43218135833740234
0.028628146275877953,0.4382738173007965
0.028867140412330627,0.42861098051071167
0.029016712680459023,0.44260120391845703
0.030040044337511063,0.5017913579940796
0.03042011521756649,0.5061416625976562
0.029911383986473083,0.4616490304470062
0.03008991852402687,0.43282341957092285
0.03046281263232231,0.4463516175746918
0.030434828251600266,0.45113396644592285
0.032090067863464355,0.4246177673339844
0.030098432675004005,0.4176445007324219
0.032509587705135345,0.444115549325943
0.03243202716112137,0.46692657470703125
0.032089635729789734,0.4579019546508789
0.031881995499134064,0.4321461319923401
0.03249771147966385,0.41890859603881836
0.032678358256816864,0.40472346544265747
0.03256288170814514,0.3986610174179077
0.03297969326376915,0.39797860383987427
0.03338399901986122,0.4017516076564789
0.03405287116765976,0.4115099012851715
0.03315604105591774,0.4132838845252991
0.03273709863424301,0.4137774109840393
0.03476540744304657,0.4137279987335205
0.03337382525205612,0.4155236780643463
0.03440523147583008,0.4159587025642395
