individual_id,fitness
0,-0.0004783813643823038
1,0.006317055671691024
2,0.05470644608836331
3,0.09057776301528835
4,0.14111958306794103
5,-0.04799090674114245
6,-0.10701031511597026
7,0.007320821986663006
8,-0.09956429917233747
9,-0.00011690452235159354
10,0.003272582039429775
11,0.03454561856835445
12,1.678466204493162e-05
13,0.056424017185768276
14,0.08868645726071007
15,-0.007106801436587245
16,0.12738579378618148
17,0.23785704694524573
18,-0.1287975794346324
19,0.1160547203776294
20,0.26535212155793586
21,0.09475783284614735
22,0.10010462453133213
23,-0.009295627752978129
24,0.000966993440719266
25,-0.11563403142517553
26,-0.05730805790299641
27,0.12771003816849325
28,0.04134517536241869
29,0.010766736559136694
30,-0.0015190396426591124
31,-0.041659076770464404
32,0.15914315379253088
33,0.11068701440456764
34,0.009982999343038534
35,0.08946231719558793
36,0.07335489526371292
37,-0.04227924518897086
38,-0.08424828482159458
39,0.08136043141027516
40,0.10822691838287554
41,-0.04927045932168081
42,0.10815712604658839
43,-0.04018192164347878
44,0.04092821430237765
45,0.03882999887543953
46,0.15741100049709855
47,0.11016257043676358
48,0.01583013817454615
49,-0.12038284090201187
50,-0.032934226129560595
51,0.18476859575151422
52,-0.021314135882235366
53,-0.003044753464547946
54,0.19215180688665429
55,0.10551185510482097
56,0.06483611021698392
57,0.03818381344115393
58,-0.16903524110387308
59,0.002207126813005389
60,0.32166590795502487
61,0.01315457988818687
62,-0.04530020936597748
63,-0.10764338307042376
64,0.18013751253971583
65,0.14479183502093995
66,-0.2553537778317876
67,-0.057306499512723666
68,0.0010736605252723713
69,-0.05458071869442063
70,0.09179892562742453
71,0.06924611227312374
72,0.03950055711493605
73,-0.1113502621220624
74,-0.04035567331787959
75,-0.044027137316979964
76,0.06603555011739706
77,-0.02305999414192627
78,0.0829716838681599
79,-0.0004883035238603256
80,0.09591917366223783
81,-0.03873263929924249
82,-0.19053556330965343
83,0.12603489636013343
84,-0.055847422191045
85,0.0364331555093369
86,0.1939186840990814
87,-0.10353324480575252
88,0.11995108638885615
89,0.14103148157876816
90,0.019225215910062904
91,-0.15089167041312962
92,-0.04559719856985703
93,-0.008818264591040306
94,-0.029869418877316863
95,0.2169005427071488
96,-0.04507168166416208
97,0.08064858942105055
98,0.13526334255070072
99,0.022541546554680922
100,-0.025543214094695565
101,0.039454975320986574
102,-0.1252142395483707
103,0.038957808117085935
104,0.0837009675395374
105,-0.0841010242625686
106,-0.1044446271670206
107,0.11620831109298113
108,0.09682815125037855
109,-0.10846077359588258
110,-0.18791374918180306
111,0.1322566036236646
112,-0.1447766010878836
113,-0.04485969577336556
114,0.016446525431934644
115,-0.0867726326408381
116,0.12248922181296792
117,-0.011633963906874753
118,-0.055326299403578486
119,-0.05078521499220633
120,0.04197918020368737
121,-0.005747508447481453
122,0.06775068091510207
123,-0.13734969171205258
124,0.07340338188447157
125,-0.017519774420504643
126,-0.03193841180486802
127,-0.08766274827201742
128,-0.0009186862719020583
129,-0.015504678650193199
130,-0.11535649894405323
131,0.00012655443246373244
132,-0.1512760930104879
133,-0.07226624592897761
134,0.09624236847261627
135,-0.11363527623911933
136,0.01953839834212523
137,0.12560320552954454
138,-0.09456914448947078
139,0.12544477126211065
140,0.08123704138475872
141,0.12209590253110279
142,-0.3381685756276527
143,-0.06669348322670461
144,0.002195722665103192
145,0.14508439538441717
146,-0.07822691641810173
147,-0.00010618583839861265
148,0.09616630592077915
149,0.09899488918642896
150,-0.15451162750244962
151,0.048448840307802
152,0.024103652318849596
153,-0.01668310063781391
154,0.1698558961333648
155,0.025871955479838497
156,-0.01714362255894484
157,0.0231951397876638
158,0.018609567686392936
159,0.006195279594332956
160,-0.0461214450430652
161,-0.17856470082088044
162,0.06206304195015171
163,-0.17436539956110814
164,-0.09885191538632399
165,-0.004367805109516617
166,0.023485374034784567
167,0.03201568364336588
168,-0.1430982412580301
169,-0.12358220792730848
170,-0.34675625233050017
171,-0.0762432356626193
172,0.07826202798349996
173,0.0026079762452383415
174,0.052715197307921735
175,0.05948944155126359
176,-0.2892860805316402
177,0.0004996267665854925
178,-0.03480033035760133
179,0.06932316402596155
180,0.14640628915990211
181,-0.24490117816976187
182,-0.11680424213872313
183,-0.0684709456812024
184,-0.10706150431637804
185,0.04692155168264244
186,-0.07160317421566986
187,-0.0957368170307012
188,0.04277266624838069
189,-0.3921407163002884
190,-0.053334093125168645
191,-0.12151896929154747
192,-0.1332840694510321
193,0.0026698510693244915
194,-0.01102382659595802
195,0.08335150408447435
196,-0.06637552268840471
197,-0.6047619141654585
198,-0.16723745385985625
199,-0.11320289193508783
200,-0.01183719958089352
201,0.11276952280459501
202,-0.003802816532008174
203,-0.005817338285713167
204,-0.15995056887102227
205,0.07962947310048875
206,-0.3791597971315685
207,-0.0022169832911682896
208,-0.12016975937247901
209,-0.06206285500448201
210,-0.16868534739993848
211,-0.1521375867079158
212,0.020702149399314397
213,-0.32795890154359303
214,-0.033326557765872566
215,0.3027340212251197
216,0.14344017556644642
217,0.10490128412748567
218,-0.000903676132463227
219,-0.10337396668325259
220,-0.00016092095325762057
221,-0.4059307638530598
222,0.03447243313006493
223,-0.19809566625368574
224,-0.04884079120750612
225,-0.2534063769620031
226,0.011607001104701989
227,-0.06923667105106868
228,-0.15635039380693438
229,-0.12872459239035652
230,0.1769254419457413
231,-0.07625996492340636
232,-0.3866163859736063
233,0.13835245533938956
234,-0.09649063940229125
235,0.0008419541706903427
236,-0.009611679344173618
237,-0.3893676715937876
238,-0.1706496674817324
239,-0.12685349603241913
240,-0.0580311194739922
241,0.00037848202642959405
242,0.049019954561679895
243,-0.000408302869160701
244,-0.053182172821893636
245,-0.001006182752640944
246,-0.0023974264878243653
247,0.1308408022439307
248,0.32010008550614766
249,-0.14365445814249397
250,-0.3526450130654075
251,-0.2782884162229061
252,-0.1377712644182496
253,0.009129168383508681
254,0.007267613494818782
255,-0.001969334231852516
256,-0.3123818471523297
257,-0.13657262047934632
258,0.06900129215301183
259,-0.010488286669980584
260,0.10584064981343161
261,-0.007308872695568153
262,-0.10362577203021334
