mean_rew,mean_val
0.0009045398910529912,-0.028823697939515114
0.0014159497804939747,0.1475267857313156
0.0013834169367328286,0.3126491606235504
0.0016492472495883703,0.49135270714759827
0.0011703321943059564,0.6384972929954529
0.0010297867702320218,0.7302324771881104
0.0014483314007520676,0.7085896730422974
0.0017350431298837066,0.6909478902816772
0.0008519290713593364,0.7092640995979309
0.0012972758850082755,0.738524854183197
0.0012521527241915464,0.7524600028991699
0.0018563559278845787,0.710753321647644
0.0013031413545832038,0.6480292677879333
0.002357211895287037,0.6714776158332825
0.0028200452215969563,0.6832634210586548
0.0033956426195800304,0.6649237871170044
0.0031626808922737837,0.6690784096717834
0.004900522530078888,0.6794840097427368
0.005101763643324375,0.6938144564628601
0.0059074172750115395,0.6811589598655701
0.005721080116927624,0.6272661089897156
0.006691567599773407,0.6224313974380493
0.008018667809665203,0.6314092874526978
0.007746650371700525,0.6650005578994751
0.008199558593332767,0.6444085240364075
0.009109084494411945,0.6470609307289124
0.010483445599675179,0.6857041120529175
0.009945671074092388,0.6981592774391174
0.011274945922195911,0.7045271992683411
0.011167584918439388,0.6570771932601929
0.012128625065088272,0.6253840327262878
0.01186439860612154,0.623283326625824
0.013220359571278095,0.6589991450309753
0.013607370667159557,0.6608681082725525
0.013933254405856133,0.6526604294776917
0.014115939848124981,0.6538240909576416
0.014607420191168785,0.6713774800300598
0.014428088441491127,0.6774614453315735
0.014787529595196247,0.6593953371047974
0.01565580442547798,0.6256688833236694
0.015295885503292084,0.599416971206665
0.015051809139549732,0.6001664996147156
0.01641262136399746,0.6040105223655701
0.01593642681837082,0.6264829635620117
0.017024731263518333,0.6439086198806763
0.01683918945491314,0.6274933218955994
0.017840512096881866,0.6357107758522034
0.017748776823282242,0.6241145133972168
0.01764000579714775,0.6119412183761597
0.01771599054336548,0.6025441288948059
0.017585184425115585,0.586926281452179
0.01780821941792965,0.5976724624633789
0.018016498535871506,0.6005131602287292
0.018499981611967087,0.5945538282394409
0.01788187213242054,0.606137216091156
0.017909929156303406,0.614300012588501
0.018590521067380905,0.6154807209968567
0.0184321366250515,0.6218298673629761
