process_id,gen_num,gen_index,individual,fitness
0,1,0,3,-0.9666471021633699
0,1,1,4,0.6642639178409848
0,1,2,5,-0.009850457171907977
0,1,3,6,2.161358648264382
0,1,4,7,1.4148492429131774
0,1,5,8,1.8903760598752948
0,1,6,9,-1.4517084959998738
0,1,7,10,3.1566171681602775
0,1,8,11,0.9627762647903929
0,1,9,12,0.96588533307216
0,2,0,14,7.668076081400257e-06
0,2,1,15,-1.4303610958240527
0,2,2,16,2.562225950713942
0,2,3,17,0.32500893291939675
0,2,4,18,-2.0321860891126384
0,2,5,19,-0.5050294209142226
0,2,6,20,3.025089604054209
0,2,7,21,0.4700302934987983
0,2,8,22,2.1778991860333634
0,2,9,23,-3.9100909188245763
0,3,0,25,-0.8542020902862264
0,3,1,26,1.2131685960840297
0,3,2,27,-0.7315475742779097
0,3,3,28,1.174924259518282
0,3,4,29,-3.818896059724379
0,3,5,30,-0.06848889576712881
0,3,6,31,-0.9291950978292678
0,3,7,32,0.8472524129460324
0,3,8,33,-2.732882869074325
0,3,9,34,2.6963867154849868
0,4,0,36,0.05135489441579377
0,4,1,37,1.7550766484646385
0,4,2,38,-0.2636841862944527
0,4,3,39,0.8902901535167683
0,4,4,40,-1.5762798332255037
0,4,5,41,0.3495893226061315
0,4,6,42,-0.3832452668556501
0,4,7,43,0.14669058471835084
0,4,8,44,1.2748942032363746
0,4,9,45,-5.543029786140045
0,5,0,47,1.1100650642028695
0,5,1,48,1.9865189610470735
0,5,2,49,1.378253830839671
0,5,3,50,-2.728457544410171
0,5,4,51,2.9062991404395317
0,5,5,52,-4.088311846431804
0,5,6,53,1.217581304284408
0,5,7,54,-2.3869248327974546
0,5,8,55,-0.36541009883541187
0,5,9,56,-4.411389432105729
0,6,0,58,2.843012763015353
0,6,1,59,2.8883425827237144
0,6,2,60,0.37798691836722
0,6,3,61,1.2376860129397504
0,6,4,62,-0.22579296288240014
0,6,5,63,2.3767605120845388
0,6,6,64,-3.090094163699541
0,6,7,65,-0.751100372820327
0,6,8,66,-0.25766709956787376
0,6,9,67,-1.5592891456205211
0,7,0,69,-0.6379786225912929
0,7,1,70,-2.3694297273469482
0,7,2,71,-2.3966325442375407
0,7,3,72,1.598402662520223
0,7,4,73,-2.010184379611117
